Name,Tuples,Data,Data-Original,RoundNearestTiesUp
hp_percent,"(0, 2, 0, 1, 3)",0.309,0.30900002,0.309
hp_percent,"(0, 0, 1, 5, 0)",0.3091,0.30909997,0.309
hp_percent,"(0, 1, 0, 4, 1)",0.3091,0.30909997,0.309
hp_percent,"(0, 0, 3, 0, 3)",0.3147,0.3147,0.315
hp_percent,"(0, 0, 2, 2, 2)",0.3148,0.3148,0.315
hp_percent,"(0, 1, 1, 1, 3)",0.3148,0.3148,0.315
hp_percent,"(0, 2, 0, 0, 4)",0.3148,0.3148,0.315
hp_percent,"(0, 0, 1, 4, 1)",0.3149,0.31489998,0.315
hp_percent,"(0, 1, 0, 3, 2)",0.3149,0.3149,0.315
hp_percent,"(0, 0, 0, 6, 0)",0.315,0.315,0.315
hp_percent,"(0, 0, 2, 1, 3)",0.3206,0.32059997,0.321
hp_percent,"(0, 1, 1, 0, 4)",0.3206,0.3206,0.321
hp_percent,"(0, 0, 1, 3, 2)",0.3207,0.3207,0.321
hp_percent,"(0, 1, 0, 2, 3)",0.3207,0.3207,0.321
hp_percent,"(0, 0, 0, 5, 1)",0.3208,0.32079998,0.321
hp_percent,"(0, 0, 2, 0, 4)",0.3264,0.32639998,0.326
hp_percent,"(0, 0, 1, 2, 3)",0.3265,0.3265,0.327
hp_percent,"(0, 1, 0, 1, 4)",0.3265,0.3265,0.327
hp_percent,"(0, 0, 0, 4, 2)",0.3266,0.3266,0.327
hp_percent,"(0, 0, 1, 1, 4)",0.3323,0.3323,0.332
hp_percent,"(0, 1, 0, 0, 5)",0.3323,0.3323,0.332
hp_percent,"(0, 0, 0, 3, 3)",0.3324,0.3324,0.332
hp_percent,"(0, 0, 1, 0, 5)",0.3381,0.33810002,0.338
hp_percent,"(0, 0, 0, 2, 4)",0.3382,0.3382,0.338
hp_percent,"(0, 0, 0, 1, 5)",0.344,0.344,0.344
hp_percent,"(0, 0, 0, 0, 6)",0.3498,0.3498,0.35
attack,"(0, 1, 0, 0, 0)",13.62,13.62,14.0
attack,"(0, 0, 1, 0, 0)",15.56,15.56,16.0
attack,"(0, 0, 0, 1, 0)",17.51,17.51,18.0
attack,"(0, 0, 0, 0, 1)",19.45,19.45,19.0
attack,"(0, 2, 0, 0, 0)",27.24,27.24,27.0
attack,"(0, 1, 1, 0, 0)",29.18,29.18,29.0
attack,"(0, 0, 2, 0, 0)",31.12,31.12,31.0
attack,"(0, 1, 0, 1, 0)",31.13,31.130001,31.0
attack,"(0, 0, 1, 1, 0)",33.07,33.07,33.0
attack,"(0, 1, 0, 0, 1)",33.07,33.07,33.0
attack,"(0, 0, 1, 0, 1)",35.01,35.010002,35.0
attack,"(0, 0, 0, 2, 0)",35.02,35.02,35.0
attack,"(0, 0, 0, 1, 1)",36.96,36.96,37.0
attack,"(0, 0, 0, 0, 2)",38.9,38.9,39.0
attack,"(0, 3, 0, 0, 0)",40.86,40.86,41.0
attack,"(0, 2, 1, 0, 0)",42.8,42.8,43.0
attack,"(0, 1, 2, 0, 0)",44.74,44.74,45.0
attack,"(0, 2, 0, 1, 0)",44.75,44.75,45.0
attack,"(0, 0, 3, 0, 0)",46.68,46.68,47.0
attack,"(0, 1, 1, 1, 0)",46.69,46.690002,47.0
attack,"(0, 2, 0, 0, 1)",46.69,46.690002,47.0
attack,"(0, 0, 2, 1, 0)",48.63,48.63,49.0
attack,"(0, 1, 1, 0, 1)",48.63,48.63,49.0
attack,"(0, 1, 0, 2, 0)",48.64,48.64,49.0
attack,"(0, 0, 2, 0, 1)",50.57,50.57,51.0
attack,"(0, 0, 1, 2, 0)",50.58,50.58,51.0
attack,"(0, 1, 0, 1, 1)",50.58,50.58,51.0
attack,"(0, 0, 1, 1, 1)",52.52,52.52,53.0
attack,"(0, 1, 0, 0, 2)",52.52,52.52,53.0
attack,"(0, 0, 0, 3, 0)",52.53,52.53,53.0
attack,"(0, 0, 1, 0, 2)",54.46,54.460003,54.0
attack,"(0, 0, 0, 2, 1)",54.47,54.47,54.0
attack,"(0, 4, 0, 0, 0)",54.48,54.48,54.0
attack,"(0, 0, 0, 1, 2)",56.41,56.410004,56.0
attack,"(0, 3, 1, 0, 0)",56.42,56.420002,56.0
attack,"(0, 0, 0, 0, 3)",58.35,58.350002,58.0
attack,"(0, 2, 2, 0, 0)",58.36,58.36,58.0
attack,"(0, 3, 0, 1, 0)",58.37,58.370003,58.0
attack,"(0, 1, 3, 0, 0)",60.3,60.3,60.0
attack,"(0, 2, 1, 1, 0)",60.31,60.309998,60.0
attack,"(0, 3, 0, 0, 1)",60.31,60.31,60.0
attack,"(0, 0, 4, 0, 0)",62.24,62.24,62.0
attack,"(0, 1, 2, 1, 0)",62.25,62.25,62.0
attack,"(0, 2, 1, 0, 1)",62.25,62.25,62.0
attack,"(0, 2, 0, 2, 0)",62.26,62.260002,62.0
attack,"(0, 0, 3, 1, 0)",64.19,64.19,64.0
attack,"(0, 1, 2, 0, 1)",64.19,64.19,64.0
attack,"(0, 1, 1, 2, 0)",64.2,64.2,64.0
attack,"(0, 2, 0, 1, 1)",64.2,64.2,64.0
attack,"(0, 0, 3, 0, 1)",66.13,66.130005,66.0
attack,"(0, 0, 2, 2, 0)",66.14,66.14,66.0
attack,"(0, 1, 1, 1, 1)",66.14,66.14,66.0
attack,"(0, 2, 0, 0, 2)",66.14,66.14,66.0
attack,"(0, 1, 0, 3, 0)",66.15,66.15,66.0
attack,"(0, 0, 2, 1, 1)",68.08,68.08,68.0
attack,"(0, 1, 1, 0, 2)",68.08,68.08,68.0
attack,"(0, 0, 1, 3, 0)",68.09,68.09,68.0
attack,"(0, 1, 0, 2, 1)",68.09,68.09,68.0
attack,"(0, 5, 0, 0, 0)",68.1,68.1,68.0
attack,"(0, 0, 2, 0, 2)",70.02,70.020004,70.0
attack,"(0, 0, 1, 2, 1)",70.03,70.03,70.0
attack,"(0, 1, 0, 1, 2)",70.03,70.03,70.0
attack,"(0, 4, 1, 0, 0)",70.04,70.04,70.0
attack,"(0, 0, 0, 4, 0)",70.04,70.04,70.0
attack,"(0, 0, 1, 1, 2)",71.97,71.97,72.0
attack,"(0, 1, 0, 0, 3)",71.97,71.97,72.0
attack,"(0, 0, 0, 3, 1)",71.98,71.979996,72.0
attack,"(0, 3, 2, 0, 0)",71.98,71.98,72.0
attack,"(0, 4, 0, 1, 0)",71.99,71.99,72.0
attack,"(0, 0, 1, 0, 3)",73.91,73.91,74.0
attack,"(0, 2, 3, 0, 0)",73.92,73.92,74.0
attack,"(0, 0, 0, 2, 2)",73.92,73.92,74.0
attack,"(0, 3, 1, 1, 0)",73.93,73.93,74.0
attack,"(0, 4, 0, 0, 1)",73.93,73.93,74.0
attack,"(0, 1, 4, 0, 0)",75.86,75.86,76.0
attack,"(0, 0, 0, 1, 3)",75.86,75.86,76.0
attack,"(0, 2, 2, 1, 0)",75.87,75.87,76.0
attack,"(0, 3, 1, 0, 1)",75.87,75.87,76.0
attack,"(0, 3, 0, 2, 0)",75.88,75.880005,76.0
attack,"(0, 0, 5, 0, 0)",77.8,77.8,78.0
attack,"(0, 0, 0, 0, 4)",77.8,77.8,78.0
attack,"(0, 1, 3, 1, 0)",77.81,77.81,78.0
attack,"(0, 2, 2, 0, 1)",77.81,77.81,78.0
attack,"(0, 2, 1, 2, 0)",77.82,77.82,78.0
attack,"(0, 3, 0, 1, 1)",77.82,77.82001,78.0
attack,"(0, 0, 4, 1, 0)",79.75,79.75,80.0
attack,"(0, 1, 3, 0, 1)",79.75,79.75,80.0
attack,"(0, 2, 1, 1, 1)",79.76,79.759995,80.0
attack,"(0, 1, 2, 2, 0)",79.76,79.76,80.0
attack,"(0, 3, 0, 0, 2)",79.76,79.76,80.0
attack,"(0, 2, 0, 3, 0)",79.77,79.77,80.0
attack,"(0, 0, 4, 0, 1)",81.69,81.69,82.0
attack,"(0, 0, 3, 2, 0)",81.7,81.7,82.0
attack,"(0, 1, 2, 1, 1)",81.7,81.7,82.0
attack,"(0, 2, 1, 0, 2)",81.7,81.7,82.0
attack,"(0, 1, 1, 3, 0)",81.71,81.71,82.0
attack,"(0, 2, 0, 2, 1)",81.71,81.71001,82.0
attack,"(0, 6, 0, 0, 0)",81.72,81.72,82.0
attack,"(0, 0, 3, 1, 1)",83.64,83.64,84.0
attack,"(0, 1, 2, 0, 2)",83.64,83.64,84.0
attack,"(0, 1, 1, 2, 1)",83.65,83.649994,84.0
attack,"(0, 0, 2, 3, 0)",83.65,83.65,84.0
attack,"(0, 2, 0, 1, 2)",83.65,83.65,84.0
attack,"(0, 5, 1, 0, 0)",83.66,83.659996,84.0
attack,"(0, 1, 0, 4, 0)",83.66,83.66,84.0
attack,"(0, 0, 3, 0, 2)",85.58,85.58,86.0
attack,"(0, 0, 2, 2, 1)",85.59,85.59,86.0
attack,"(0, 1, 1, 1, 2)",85.59,85.590004,86.0
attack,"(0, 2, 0, 0, 3)",85.59,85.590004,86.0
attack,"(0, 4, 2, 0, 0)",85.6,85.6,86.0
attack,"(0, 0, 1, 4, 0)",85.6,85.6,86.0
attack,"(0, 1, 0, 3, 1)",85.6,85.600006,86.0
attack,"(0, 5, 0, 1, 0)",85.61,85.61,86.0
attack,"(0, 0, 2, 1, 2)",87.53,87.53,88.0
attack,"(0, 1, 1, 0, 3)",87.53,87.53,88.0
attack,"(0, 0, 1, 3, 1)",87.54,87.53999,88.0
attack,"(0, 3, 3, 0, 0)",87.54,87.54,88.0
attack,"(0, 1, 0, 2, 2)",87.54,87.54,88.0
attack,"(0, 4, 1, 1, 0)",87.55,87.55,88.0
attack,"(0, 0, 0, 5, 0)",87.55,87.55,88.0
attack,"(0, 5, 0, 0, 1)",87.55,87.55,88.0
attack,"(0, 0, 2, 0, 3)",89.47,89.47,89.0
attack,"(0, 2, 4, 0, 0)",89.48,89.48,89.0
attack,"(0, 0, 1, 2, 2)",89.48,89.48,89.0
attack,"(0, 1, 0, 1, 3)",89.48,89.48,89.0
attack,"(0, 3, 2, 1, 0)",89.49,89.490005,89.0
attack,"(0, 4, 1, 0, 1)",89.49,89.490005,89.0
attack,"(0, 0, 0, 4, 1)",89.49,89.490005,89.0
attack,"(0, 4, 0, 2, 0)",89.5,89.5,90.0
attack,"(0, 0, 1, 1, 3)",91.42,91.42,91.0
attack,"(0, 1, 5, 0, 0)",91.42,91.420006,91.0
attack,"(0, 1, 0, 0, 4)",91.42,91.420006,91.0
attack,"(0, 2, 3, 1, 0)",91.43,91.43,91.0
attack,"(0, 0, 0, 3, 2)",91.43,91.43,91.0
attack,"(0, 3, 2, 0, 1)",91.43,91.43001,91.0
attack,"(0, 3, 1, 2, 0)",91.44,91.44,91.0
attack,"(0, 4, 0, 1, 1)",91.44,91.44,91.0
attack,"(0, 0, 6, 0, 0)",93.36,93.36,93.0
attack,"(0, 0, 1, 0, 4)",93.36,93.36,93.0
attack,"(0, 2, 3, 0, 1)",93.37,93.369995,93.0
attack,"(0, 1, 4, 1, 0)",93.37,93.37,93.0
attack,"(0, 0, 0, 2, 3)",93.37,93.37,93.0
attack,"(0, 2, 2, 2, 0)",93.38,93.380005,93.0
attack,"(0, 3, 1, 1, 1)",93.38,93.380005,93.0
attack,"(0, 4, 0, 0, 2)",93.38,93.380005,93.0
attack,"(0, 3, 0, 3, 0)",93.39,93.39,93.0
attack,"(0, 1, 4, 0, 1)",95.31,95.31,95.0
attack,"(0, 0, 5, 1, 0)",95.31,95.310005,95.0
attack,"(0, 0, 0, 1, 4)",95.31,95.310005,95.0
attack,"(0, 1, 3, 2, 0)",95.32,95.32,95.0
attack,"(0, 2, 2, 1, 1)",95.32,95.32001,95.0
attack,"(0, 3, 1, 0, 2)",95.32,95.32001,95.0
attack,"(0, 2, 1, 3, 0)",95.33,95.33,95.0
attack,"(0, 3, 0, 2, 1)",95.33,95.33,95.0
attack,"(0, 0, 5, 0, 1)",97.25,97.25,97.0
attack,"(0, 0, 0, 0, 5)",97.25,97.25,97.0
attack,"(0, 1, 3, 1, 1)",97.26,97.259995,97.0
attack,"(0, 0, 4, 2, 0)",97.26,97.26,97.0
attack,"(0, 2, 2, 0, 2)",97.26,97.26,97.0
attack,"(0, 1, 2, 3, 0)",97.27,97.270004,97.0
attack,"(0, 2, 1, 2, 1)",97.27,97.270004,97.0
attack,"(0, 3, 0, 1, 2)",97.27,97.270004,97.0
attack,"(0, 2, 0, 4, 0)",97.28,97.28,97.0
attack,"(0, 0, 4, 1, 1)",99.2,99.2,99.0
attack,"(0, 1, 3, 0, 2)",99.2,99.2,99.0
attack,"(0, 0, 3, 3, 0)",99.21,99.21,99.0
attack,"(0, 2, 1, 1, 2)",99.21,99.21,99.0
attack,"(0, 1, 2, 2, 1)",99.21,99.21001,99.0
attack,"(0, 3, 0, 0, 3)",99.21,99.21001,99.0
attack,"(0, 1, 1, 4, 0)",99.22,99.22,99.0
attack,"(0, 2, 0, 3, 1)",99.22,99.22,99.0
attack,"(0, 0, 4, 0, 2)",101.14,101.14,101.0
attack,"(0, 0, 3, 2, 1)",101.15,101.149994,101.0
attack,"(0, 1, 2, 1, 2)",101.15,101.15,101.0
attack,"(0, 2, 1, 0, 3)",101.15,101.15,101.0
attack,"(0, 0, 2, 4, 0)",101.16,101.16,101.0
attack,"(0, 1, 1, 3, 1)",101.16,101.16,101.0
attack,"(0, 2, 0, 2, 2)",101.16,101.16,101.0
attack,"(0, 1, 0, 5, 0)",101.17,101.170006,101.0
attack,"(0, 0, 3, 1, 2)",103.09,103.090004,103.0
attack,"(0, 1, 2, 0, 3)",103.09,103.090004,103.0
attack,"(0, 1, 1, 2, 2)",103.1,103.1,103.0
attack,"(0, 0, 2, 3, 1)",103.1,103.100006,103.0
attack,"(0, 2, 0, 1, 3)",103.1,103.100006,103.0
attack,"(0, 0, 1, 5, 0)",103.11,103.11,103.0
attack,"(0, 1, 0, 4, 1)",103.11,103.11,103.0
attack,"(0, 0, 3, 0, 3)",105.03,105.03,105.0
attack,"(0, 0, 2, 2, 2)",105.04,105.04,105.0
attack,"(0, 2, 0, 0, 4)",105.04,105.04,105.0
attack,"(0, 1, 1, 1, 3)",105.04,105.04001,105.0
attack,"(0, 0, 1, 4, 1)",105.05,105.05,105.0
attack,"(0, 1, 0, 3, 2)",105.05,105.05,105.0
attack,"(0, 0, 0, 6, 0)",105.06,105.06,105.0
attack,"(0, 0, 2, 1, 3)",106.98,106.98,107.0
attack,"(0, 1, 1, 0, 4)",106.98,106.98,107.0
attack,"(0, 0, 1, 3, 2)",106.99,106.99,107.0
attack,"(0, 1, 0, 2, 3)",106.99,106.990005,107.0
attack,"(0, 0, 0, 5, 1)",107.0,107.0,107.0
attack,"(0, 0, 2, 0, 4)",108.92,108.920006,109.0
attack,"(0, 0, 1, 2, 3)",108.93,108.93001,109.0
attack,"(0, 1, 0, 1, 4)",108.93,108.93001,109.0
attack,"(0, 0, 0, 4, 2)",108.94,108.94,109.0
attack,"(0, 0, 1, 1, 4)",110.87,110.87,111.0
attack,"(0, 1, 0, 0, 5)",110.87,110.87,111.0
attack,"(0, 0, 0, 3, 3)",110.88,110.880005,111.0
attack,"(0, 0, 1, 0, 5)",112.81,112.81,113.0
attack,"(0, 0, 0, 2, 4)",112.82,112.82001,113.0
attack,"(0, 0, 0, 1, 5)",114.76,114.76,115.0
attack,"(0, 0, 0, 0, 6)",116.7,116.700005,117.0
attack_percent,"(0, 1, 0, 0, 0)",0.0408,0.0408,0.041
attack_percent,"(0, 0, 1, 0, 0)",0.0466,0.0466,0.047
attack_percent,"(0, 0, 0, 1, 0)",0.0525,0.0525,0.053
attack_percent,"(0, 0, 0, 0, 1)",0.0583,0.0583,0.058
attack_percent,"(0, 2, 0, 0, 0)",0.0816,0.0816,0.082
attack_percent,"(0, 1, 1, 0, 0)",0.0874,0.087400004,0.087
attack_percent,"(0, 0, 2, 0, 0)",0.0932,0.0932,0.093
attack_percent,"(0, 1, 0, 1, 0)",0.0933,0.0933,0.093
attack_percent,"(0, 0, 1, 1, 0)",0.0991,0.09909999,0.099
attack_percent,"(0, 1, 0, 0, 1)",0.0991,0.0991,0.099
attack_percent,"(0, 0, 1, 0, 1)",0.1049,0.1049,0.105
attack_percent,"(0, 0, 0, 2, 0)",0.105,0.105,0.105
attack_percent,"(0, 0, 0, 1, 1)",0.1108,0.1108,0.111
attack_percent,"(0, 0, 0, 0, 2)",0.1166,0.1166,0.117
attack_percent,"(0, 3, 0, 0, 0)",0.1224,0.1224,0.122
attack_percent,"(0, 2, 1, 0, 0)",0.1282,0.1282,0.128
attack_percent,"(0, 1, 2, 0, 0)",0.134,0.134,0.134
attack_percent,"(0, 2, 0, 1, 0)",0.1341,0.1341,0.134
attack_percent,"(0, 0, 3, 0, 0)",0.1398,0.1398,0.14
attack_percent,"(0, 1, 1, 1, 0)",0.1399,0.1399,0.14
attack_percent,"(0, 2, 0, 0, 1)",0.1399,0.1399,0.14
attack_percent,"(0, 0, 2, 1, 0)",0.1457,0.1457,0.146
attack_percent,"(0, 1, 1, 0, 1)",0.1457,0.14570001,0.146
attack_percent,"(0, 1, 0, 2, 0)",0.1458,0.1458,0.146
attack_percent,"(0, 0, 2, 0, 1)",0.1515,0.1515,0.152
attack_percent,"(0, 0, 1, 2, 0)",0.1516,0.1516,0.152
attack_percent,"(0, 1, 0, 1, 1)",0.1516,0.1516,0.152
attack_percent,"(0, 0, 1, 1, 1)",0.1574,0.1574,0.157
attack_percent,"(0, 1, 0, 0, 2)",0.1574,0.1574,0.157
attack_percent,"(0, 0, 0, 3, 0)",0.1575,0.1575,0.158
attack_percent,"(0, 0, 1, 0, 2)",0.1632,0.16319999,0.163
attack_percent,"(0, 4, 0, 0, 0)",0.1632,0.1632,0.163
attack_percent,"(0, 0, 0, 2, 1)",0.1633,0.1633,0.163
attack_percent,"(0, 3, 1, 0, 0)",0.169,0.169,0.169
attack_percent,"(0, 0, 0, 1, 2)",0.1691,0.1691,0.169
attack_percent,"(0, 2, 2, 0, 0)",0.1748,0.17480001,0.175
attack_percent,"(0, 3, 0, 1, 0)",0.1749,0.1749,0.175
attack_percent,"(0, 0, 0, 0, 3)",0.1749,0.1749,0.175
attack_percent,"(0, 1, 3, 0, 0)",0.1806,0.1806,0.181
attack_percent,"(0, 2, 1, 1, 0)",0.1807,0.18069999,0.181
attack_percent,"(0, 3, 0, 0, 1)",0.1807,0.1807,0.181
attack_percent,"(0, 0, 4, 0, 0)",0.1864,0.1864,0.186
attack_percent,"(0, 1, 2, 1, 0)",0.1865,0.1865,0.187
attack_percent,"(0, 2, 1, 0, 1)",0.1865,0.1865,0.187
attack_percent,"(0, 2, 0, 2, 0)",0.1866,0.1866,0.187
attack_percent,"(0, 0, 3, 1, 0)",0.1923,0.19229999,0.192
attack_percent,"(0, 1, 2, 0, 1)",0.1923,0.1923,0.192
attack_percent,"(0, 1, 1, 2, 0)",0.1924,0.19240001,0.192
attack_percent,"(0, 2, 0, 1, 1)",0.1924,0.19240001,0.192
attack_percent,"(0, 0, 3, 0, 1)",0.1981,0.1981,0.198
attack_percent,"(0, 0, 2, 2, 0)",0.1982,0.19819999,0.198
attack_percent,"(0, 1, 1, 1, 1)",0.1982,0.1982,0.198
attack_percent,"(0, 2, 0, 0, 2)",0.1982,0.1982,0.198
attack_percent,"(0, 1, 0, 3, 0)",0.1983,0.1983,0.198
attack_percent,"(0, 0, 2, 1, 1)",0.204,0.204,0.204
attack_percent,"(0, 1, 1, 0, 2)",0.204,0.204,0.204
attack_percent,"(0, 5, 0, 0, 0)",0.204,0.20400001,0.204
attack_percent,"(0, 0, 1, 3, 0)",0.2041,0.2041,0.204
attack_percent,"(0, 1, 0, 2, 1)",0.2041,0.2041,0.204
attack_percent,"(0, 4, 1, 0, 0)",0.2098,0.2098,0.21
attack_percent,"(0, 0, 2, 0, 2)",0.2098,0.2098,0.21
attack_percent,"(0, 1, 0, 1, 2)",0.2099,0.20989999,0.21
attack_percent,"(0, 0, 1, 2, 1)",0.2099,0.2099,0.21
attack_percent,"(0, 0, 0, 4, 0)",0.21,0.21,0.21
attack_percent,"(0, 3, 2, 0, 0)",0.2156,0.2156,0.216
attack_percent,"(0, 4, 0, 1, 0)",0.2157,0.2157,0.216
attack_percent,"(0, 0, 1, 1, 2)",0.2157,0.2157,0.216
attack_percent,"(0, 1, 0, 0, 3)",0.2157,0.2157,0.216
attack_percent,"(0, 0, 0, 3, 1)",0.2158,0.2158,0.216
attack_percent,"(0, 2, 3, 0, 0)",0.2214,0.2214,0.221
attack_percent,"(0, 3, 1, 1, 0)",0.2215,0.2215,0.222
attack_percent,"(0, 0, 1, 0, 3)",0.2215,0.2215,0.222
attack_percent,"(0, 4, 0, 0, 1)",0.2215,0.22150001,0.222
attack_percent,"(0, 0, 0, 2, 2)",0.2216,0.2216,0.222
attack_percent,"(0, 1, 4, 0, 0)",0.2272,0.2272,0.227
attack_percent,"(0, 2, 2, 1, 0)",0.2273,0.2273,0.227
attack_percent,"(0, 3, 1, 0, 1)",0.2273,0.2273,0.227
attack_percent,"(0, 0, 0, 1, 3)",0.2274,0.22739999,0.227
attack_percent,"(0, 3, 0, 2, 0)",0.2274,0.2274,0.227
attack_percent,"(0, 0, 5, 0, 0)",0.233,0.233,0.233
attack_percent,"(0, 1, 3, 1, 0)",0.2331,0.2331,0.233
attack_percent,"(0, 2, 2, 0, 1)",0.2331,0.23310001,0.233
attack_percent,"(0, 2, 1, 2, 0)",0.2332,0.23319998,0.233
attack_percent,"(0, 3, 0, 1, 1)",0.2332,0.2332,0.233
attack_percent,"(0, 0, 0, 0, 4)",0.2332,0.2332,0.233
attack_percent,"(0, 0, 4, 1, 0)",0.2389,0.23889999,0.239
attack_percent,"(0, 1, 3, 0, 1)",0.2389,0.2389,0.239
attack_percent,"(0, 1, 2, 2, 0)",0.239,0.239,0.239
attack_percent,"(0, 2, 1, 1, 1)",0.239,0.239,0.239
attack_percent,"(0, 3, 0, 0, 2)",0.239,0.239,0.239
attack_percent,"(0, 2, 0, 3, 0)",0.2391,0.23910001,0.239
attack_percent,"(0, 0, 4, 0, 1)",0.2447,0.2447,0.245
attack_percent,"(0, 6, 0, 0, 0)",0.2448,0.2448,0.245
attack_percent,"(0, 0, 3, 2, 0)",0.2448,0.2448,0.245
attack_percent,"(0, 1, 2, 1, 1)",0.2448,0.2448,0.245
attack_percent,"(0, 2, 1, 0, 2)",0.2448,0.2448,0.245
attack_percent,"(0, 1, 1, 3, 0)",0.2449,0.2449,0.245
attack_percent,"(0, 2, 0, 2, 1)",0.2449,0.2449,0.245
attack_percent,"(0, 0, 3, 1, 1)",0.2506,0.25059998,0.251
attack_percent,"(0, 5, 1, 0, 0)",0.2506,0.2506,0.251
attack_percent,"(0, 1, 2, 0, 2)",0.2506,0.2506,0.251
attack_percent,"(0, 0, 2, 3, 0)",0.2507,0.2507,0.251
attack_percent,"(0, 1, 1, 2, 1)",0.2507,0.2507,0.251
attack_percent,"(0, 2, 0, 1, 2)",0.2507,0.2507,0.251
attack_percent,"(0, 1, 0, 4, 0)",0.2508,0.25079998,0.251
attack_percent,"(0, 4, 2, 0, 0)",0.2564,0.2564,0.256
attack_percent,"(0, 0, 3, 0, 2)",0.2564,0.2564,0.256
attack_percent,"(0, 0, 2, 2, 1)",0.2565,0.25649998,0.256
attack_percent,"(0, 5, 0, 1, 0)",0.2565,0.2565,0.257
attack_percent,"(0, 1, 1, 1, 2)",0.2565,0.2565,0.257
attack_percent,"(0, 2, 0, 0, 3)",0.2565,0.2565,0.257
attack_percent,"(0, 0, 1, 4, 0)",0.2566,0.2566,0.257
attack_percent,"(0, 1, 0, 3, 1)",0.2566,0.2566,0.257
attack_percent,"(0, 3, 3, 0, 0)",0.2622,0.2622,0.262
attack_percent,"(0, 0, 2, 1, 2)",0.2623,0.26229998,0.262
attack_percent,"(0, 4, 1, 1, 0)",0.2623,0.2623,0.262
attack_percent,"(0, 5, 0, 0, 1)",0.2623,0.2623,0.262
attack_percent,"(0, 1, 1, 0, 3)",0.2623,0.2623,0.262
attack_percent,"(0, 0, 1, 3, 1)",0.2624,0.2624,0.262
attack_percent,"(0, 1, 0, 2, 2)",0.2624,0.2624,0.262
attack_percent,"(0, 0, 0, 5, 0)",0.2625,0.2625,0.263
attack_percent,"(0, 2, 4, 0, 0)",0.268,0.268,0.268
attack_percent,"(0, 3, 2, 1, 0)",0.2681,0.2681,0.268
attack_percent,"(0, 4, 1, 0, 1)",0.2681,0.2681,0.268
attack_percent,"(0, 0, 2, 0, 3)",0.2681,0.2681,0.268
attack_percent,"(0, 1, 0, 1, 3)",0.2682,0.26819998,0.268
attack_percent,"(0, 4, 0, 2, 0)",0.2682,0.2682,0.268
attack_percent,"(0, 0, 1, 2, 2)",0.2682,0.2682,0.268
attack_percent,"(0, 0, 0, 4, 1)",0.2683,0.2683,0.268
attack_percent,"(0, 1, 5, 0, 0)",0.2738,0.2738,0.274
attack_percent,"(0, 2, 3, 1, 0)",0.2739,0.2739,0.274
attack_percent,"(0, 3, 2, 0, 1)",0.2739,0.2739,0.274
attack_percent,"(0, 3, 1, 2, 0)",0.274,0.274,0.274
attack_percent,"(0, 4, 0, 1, 1)",0.274,0.274,0.274
attack_percent,"(0, 0, 1, 1, 3)",0.274,0.274,0.274
attack_percent,"(0, 1, 0, 0, 4)",0.274,0.274,0.274
attack_percent,"(0, 0, 0, 3, 2)",0.2741,0.2741,0.274
attack_percent,"(0, 0, 6, 0, 0)",0.2796,0.2796,0.28
attack_percent,"(0, 2, 3, 0, 1)",0.2797,0.27969998,0.28
attack_percent,"(0, 1, 4, 1, 0)",0.2797,0.2797,0.28
attack_percent,"(0, 2, 2, 2, 0)",0.2798,0.2798,0.28
attack_percent,"(0, 3, 1, 1, 1)",0.2798,0.2798,0.28
attack_percent,"(0, 4, 0, 0, 2)",0.2798,0.2798,0.28
attack_percent,"(0, 0, 1, 0, 4)",0.2798,0.2798,0.28
attack_percent,"(0, 0, 0, 2, 3)",0.2799,0.27989998,0.28
attack_percent,"(0, 3, 0, 3, 0)",0.2799,0.2799,0.28
attack_percent,"(0, 0, 5, 1, 0)",0.2855,0.2855,0.286
attack_percent,"(0, 1, 4, 0, 1)",0.2855,0.2855,0.286
attack_percent,"(0, 1, 3, 2, 0)",0.2856,0.2856,0.286
attack_percent,"(0, 2, 2, 1, 1)",0.2856,0.2856,0.286
attack_percent,"(0, 3, 1, 0, 2)",0.2856,0.2856,0.286
attack_percent,"(0, 2, 1, 3, 0)",0.2857,0.2857,0.286
attack_percent,"(0, 3, 0, 2, 1)",0.2857,0.2857,0.286
attack_percent,"(0, 0, 0, 1, 4)",0.2857,0.2857,0.286
attack_percent,"(0, 0, 5, 0, 1)",0.2913,0.2913,0.291
attack_percent,"(0, 0, 4, 2, 0)",0.2914,0.2914,0.291
attack_percent,"(0, 1, 3, 1, 1)",0.2914,0.2914,0.291
attack_percent,"(0, 2, 2, 0, 2)",0.2914,0.29140002,0.291
attack_percent,"(0, 2, 1, 2, 1)",0.2915,0.29149997,0.291
attack_percent,"(0, 1, 2, 3, 0)",0.2915,0.2915,0.292
attack_percent,"(0, 3, 0, 1, 2)",0.2915,0.2915,0.292
attack_percent,"(0, 0, 0, 0, 5)",0.2915,0.2915,0.292
attack_percent,"(0, 2, 0, 4, 0)",0.2916,0.2916,0.292
attack_percent,"(0, 0, 4, 1, 1)",0.2972,0.2972,0.297
attack_percent,"(0, 1, 3, 0, 2)",0.2972,0.2972,0.297
attack_percent,"(0, 0, 3, 3, 0)",0.2973,0.29729998,0.297
attack_percent,"(0, 1, 2, 2, 1)",0.2973,0.29729998,0.297
attack_percent,"(0, 2, 1, 1, 2)",0.2973,0.29729998,0.297
attack_percent,"(0, 3, 0, 0, 3)",0.2973,0.29729998,0.297
